"ruleId","ruleType","fieldId","description","noticeSubtype","condition","expression","target","severity","cvsStage"
"BR-BT-00541-0664","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Prior information notice used as a call for competition - general directive, standard regime.","10","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0665","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Periodic indicative notice used as a call for competition - sectoral directive, standard regime.","11","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0666","forbidden","BT-541-Lot-ThresholdNumber","The BT-541 Award Criterion Number is not allowed at Lot level for a notice of type .","CEI","Always","NULL","all","ERROR","2"
"BR-BT-00541-0667","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Prior information notice used as a call for competition - general directive, light regime.","12","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0668","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Periodic indicative notice used as a call for competition - sectoral directive, light regime.","13","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0669","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Prior information notice used as a call for competition - concessions directive, light regime.","14","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0670","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Notice on the existence of a qualification system – sectoral directive.","15","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0671","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Contract notice – general directive, standard regime.","16","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0672","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Contract notice – sectoral directive, standard regime.","17","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0673","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Contract notice – defence directive, standard regime .","18","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0674","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Concession notice – concessions directive, standard regime.","19","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0675","forbidden","BT-541-Lot-ThresholdNumber","The BT-541 Award Criterion Number is allowed at Lot level for a notice of type .","E3","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0676","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Contract notice – general directive, light regime.","20","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0677","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Contract notice – sectoral directive, light regime.","21","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0678","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Subcontract notice – defence directive.","22","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0679","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Design contest notice – general directive, design.","23","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0680","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Design contest notice – sectoral directive, design.","24","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0681","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Voluntary ex-ante transparency notice – general directive.","25","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0682","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Voluntary ex-ante transparency notice – sectoral directive.","26","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0683","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Voluntary ex-ante transparency notice – defence directive.","27","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0684","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Voluntary ex-ante transparency notice – concession directive.","28","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0685","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Contract award notice – general directive, standard regime.","29","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0686","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Contract award notice – sectoral directive, standard regime.","30","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0687","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Contract award notice – defence directive, standard regime.","31","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0688","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Concession award notice – concession directive, standard regime.","32","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0689","forbidden","BT-541-Lot-ThresholdNumber","The BT-541 Award Criterion Number is allowed at Lot level for a notice of type .","E4","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0690","forbidden","BT-541-Lot-ThresholdNumber","The BT-541 Award Criterion Number is not allowed at Lot level for a notice of type .","T02","Always","NULL","all","ERROR","2"
"BR-BT-00541-0691","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Contract award notice – general directive, light regime.","33","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0692","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Contract award notice – sectoral directive, light regime.","34","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0693","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Concession award notice – concessions directive, light regime.","35","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0694","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Design contest result notice – general directive, design.","36","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0695","forbidden","BT-541-Lot-ThresholdNumber","The Award Criterion Number (BT-541) is allowed at Notice level for a notice of type Design contest result notice – sectoral directive, design.","37","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0696","forbidden","BT-541-Lot-ThresholdNumber","The BT-541 Award Criterion Number is not allowed at Lot level for a notice of type Contract modification notice – general directive.","38","Always","NULL","all","ERROR","2"
"BR-BT-00541-0697","forbidden","BT-541-Lot-ThresholdNumber","The BT-541 Award Criterion Number is not allowed at Lot level for a notice of type Contract modification notice – sectoral directive.","39","Always","NULL","all","ERROR","2"
"BR-BT-00541-0698","forbidden","BT-541-Lot-ThresholdNumber","The BT-541 Award Criterion Number is not allowed at Lot level for a notice of type Contract modification notice – concessions directive.","40","Always","NULL","all","ERROR","2"
"BR-BT-00541-0699","forbidden","BT-541-Lot-ThresholdNumber","The BT-541 Award Criterion Number is allowed at Lot level for a notice of type .","E5","Award Criterion Description (BT-540-Lot) is not present or Award Criteria Complicated (BT-543-Lot) is present","NULL","all","ERROR","4"
"BR-BT-00541-0706","forbidden","BT-541-LotsGroup-WeightNumber","The BT-541 Award Criterion Number is not allowed at LotsGroup level for a notice of type .","E6","Always","NULL","all","ERROR","2"
"BR-BT-00541-0707","forbidden","BT-541-Lot-WeightNumber","The BT-541 Award Criterion Number is not allowed at Lot level for a notice of type .","E6","Always","NULL","all","ERROR","2"
"BR-BT-00541-0708","forbidden","BT-541-LotsGroup-FixedNumber","The BT-541 Award Criterion Number is not allowed at LotsGroup level for a notice of type .","E6","Always","NULL","all","ERROR","2"
"BR-BT-00541-0709","forbidden","BT-541-Lot-FixedNumber","The BT-541 Award Criterion Number is not allowed at Lot level for a notice of type .","E6","Always","NULL","all","ERROR","2"
"BR-BT-00541-0710","forbidden","BT-541-LotsGroup-ThresholdNumber","The BT-541 Award Criterion Number is not allowed at LotsGroup level for a notice of type .","E6","Always","NULL","all","ERROR","2"
"BR-BT-00541-0711","forbidden","BT-541-Lot-ThresholdNumber","The BT-541 Award Criterion Number is not allowed at Lot level for a notice of type .","E6","Always","NULL","all","ERROR","2"
"BR-BT-00543-0001","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is not allowed at LotsGroup level for a notice of type .","X01","Always","NULL","all","ERROR","2"
"BR-BT-00543-0002","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is not allowed at LotsGroup level for a notice of type .","X02","Always","NULL","all","ERROR","2"
"BR-BT-00543-0003","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is not allowed at LotsGroup level for a notice of type .","E1","Always","NULL","all","ERROR","2"
"BR-BT-00543-0004","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is not allowed at LotsGroup level for a notice of type Notice of the publication of a prior information notice on a buyer profile - general directive.","1","Always","NULL","all","ERROR","2"
"BR-BT-00543-0005","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is not allowed at LotsGroup level for a notice of type Notice of the publication of a periodic indicative notice on a buyer profile - sectoral directive.","2","Always","NULL","all","ERROR","2"
"BR-BT-00543-0006","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is not allowed at LotsGroup level for a notice of type Notice of the publication of a prior information notice on a buyer profile - defence directive.","3","Always","NULL","all","ERROR","2"
"BR-BT-00543-0007","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is not allowed at LotsGroup level for a notice of type Prior information notice used only for information – general directive.","4","Always","NULL","all","ERROR","2"
"BR-BT-00543-0008","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is not allowed at LotsGroup level for a notice of type Periodic indicative notice used only for information – sectoral directive.","5","Always","NULL","all","ERROR","2"
"BR-BT-00543-0009","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is not allowed at LotsGroup level for a notice of type Prior information notice used only for information – defence directive.","6","Always","NULL","all","ERROR","2"
"BR-BT-00543-0010","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is not allowed at LotsGroup level for a notice of type .","E2","Always","NULL","all","ERROR","2"
"BR-BT-00543-0011","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is not allowed at LotsGroup level for a notice of type .","T01","Always","NULL","all","ERROR","2"
"BR-BT-00543-0012","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Prior information notice used to shorten time limits for receipt of tenders – general directive.","7","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0013","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Periodic indicative notice used to shorten time limits for receipt of tenders – sectoral directive.","8","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0014","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Prior information notice used to shorten time limits for receipt of tenders – defence directive.","9","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0015","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Prior information notice used as a call for competition - general directive, standard regime.","10","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0016","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Periodic indicative notice used as a call for competition - sectoral directive, standard regime.","11","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0017","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is not allowed at LotsGroup level for a notice of type .","CEI","Always","NULL","all","ERROR","2"
"BR-BT-00543-0018","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Prior information notice used as a call for competition - general directive, light regime.","12","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0019","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Periodic indicative notice used as a call for competition - sectoral directive, light regime.","13","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0020","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Prior information notice used as a call for competition - concessions directive, light regime.","14","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0021","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is forbiden at LotsGroup level for a notice of type Notice on the existence of a qualification system – sectoral directive.","15","Always","NULL","all","ERROR","2"
"BR-BT-00543-0022","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Contract notice – general directive, standard regime.","16","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0023","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Contract notice – sectoral directive, standard regime.","17","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0024","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Contract notice – defence directive, standard regime .","18","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0025","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Concession notice – concessions directive, standard regime.","19","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0026","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type .","E3","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0027","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Contract notice – general directive, light regime.","20","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0028","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Contract notice – sectoral directive, light regime.","21","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0029","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Subcontract notice – defence directive.","22","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0030","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Design contest notice – general directive, design.","23","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0031","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Design contest notice – sectoral directive, design.","24","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0032","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Voluntary ex-ante transparency notice – general directive.","25","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0033","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Voluntary ex-ante transparency notice – sectoral directive.","26","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0034","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Voluntary ex-ante transparency notice – defence directive.","27","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0035","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Voluntary ex-ante transparency notice – concession directive.","28","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0037","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Contract award notice – sectoral directive, standard regime.","30","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0040","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type .","E4","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0041","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is not allowed at LotsGroup level for a notice of type .","T02","Always","NULL","all","ERROR","2"
"BR-BT-00543-0042","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Contract award notice – general directive, light regime.","33","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0043","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Contract award notice – sectoral directive, light regime.","34","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0044","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Concession award notice – concessions directive, light regime.","35","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0045","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Design contest result notice – general directive, design.","36","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0046","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type Design contest result notice – sectoral directive, design.","37","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0047","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is not allowed at LotsGroup level for a notice of type Contract modification notice – general directive.","38","Always","NULL","all","ERROR","2"
"BR-BT-00543-0048","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is not allowed at LotsGroup level for a notice of type Contract modification notice – sectoral directive.","39","Always","NULL","all","ERROR","2"
"BR-BT-00543-0049","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is not allowed at LotsGroup level for a notice of type Contract modification notice – concessions directive.","40","Always","NULL","all","ERROR","2"
"BR-BT-00543-0050","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is allowed at LotsGroup level for a notice of type .","E5","BT-541-LotsGroup-WeightNumber,  BT-541-LotsGroup-FixedNumber or  BT-541-LotsGroup-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0051","forbidden","BT-543-LotsGroup","The BT-543 Award Criteria Complicated is not allowed at LotsGroup level for a notice of type .","E6","Always","NULL","all","ERROR","2"
"BR-BT-00543-0053","forbidden","BT-543-Lot","The BT-543 Award Criteria Complicated is not allowed at Lot level for a notice of type .","X01","Always","NULL","all","ERROR","2"
"BR-BT-00543-0054","forbidden","BT-543-Lot","The BT-543 Award Criteria Complicated is not allowed at Lot level for a notice of type .","X02","Always","NULL","all","ERROR","2"
"BR-BT-00543-0055","forbidden","BT-543-Lot","The BT-543 Award Criteria Complicated is not allowed at Lot level for a notice of type .","E1","Always","NULL","all","ERROR","2"
"BR-BT-00543-0056","forbidden","BT-543-Lot","The BT-543 Award Criteria Complicated is not allowed at Lot level for a notice of type Notice of the publication of a prior information notice on a buyer profile - general directive.","1","Always","NULL","all","ERROR","2"
"BR-BT-00543-0057","forbidden","BT-543-Lot","The BT-543 Award Criteria Complicated is not allowed at Lot level for a notice of type Notice of the publication of a periodic indicative notice on a buyer profile - sectoral directive.","2","Always","NULL","all","ERROR","2"
"BR-BT-00543-0058","forbidden","BT-543-Lot","The BT-543 Award Criteria Complicated is not allowed at Lot level for a notice of type Notice of the publication of a prior information notice on a buyer profile - defence directive.","3","Always","NULL","all","ERROR","2"
"BR-BT-00543-0059","forbidden","BT-543-Lot","The BT-543 Award Criteria Complicated is not allowed at Lot level for a notice of type Prior information notice used only for information – general directive.","4","Always","NULL","all","ERROR","2"
"BR-BT-00543-0060","forbidden","BT-543-Lot","The BT-543 Award Criteria Complicated is not allowed at Lot level for a notice of type Periodic indicative notice used only for information – sectoral directive.","5","Always","NULL","all","ERROR","2"
"BR-BT-00543-0061","forbidden","BT-543-Lot","The BT-543 Award Criteria Complicated is not allowed at Lot level for a notice of type Prior information notice used only for information – defence directive.","6","Always","NULL","all","ERROR","2"
"BR-BT-00543-0062","forbidden","BT-543-Lot","The BT-543 Award Criteria Complicated is not allowed at Lot level for a notice of type .","E2","Always","NULL","all","ERROR","2"
"BR-BT-00543-0063","forbidden","BT-543-Lot","The BT-543 Award Criteria Complicated is not allowed at Lot level for a notice of type .","T01","Always","NULL","all","ERROR","2"
"BR-BT-00543-0064","forbidden","BT-543-Lot","The BT-543 Award Criteria Complicated is allowed at Lot level for a notice of type Prior information notice used to shorten time limits for receipt of tenders – general directive.","7","BT-541-Lot-WeightNumber,  BT-541-Lot-FixedNumber or  BT-541-Lot-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0065","forbidden","BT-543-Lot","The BT-543 Award Criteria Complicated is allowed at Lot level for a notice of type Periodic indicative notice used to shorten time limits for receipt of tenders – sectoral directive.","8","BT-541-Lot-WeightNumber,  BT-541-Lot-FixedNumber or  BT-541-Lot-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0066","forbidden","BT-543-Lot","The BT-543 Award Criteria Complicated is allowed at Lot level for a notice of type Prior information notice used to shorten time limits for receipt of tenders – defence directive.","9","BT-541-Lot-WeightNumber,  BT-541-Lot-FixedNumber or  BT-541-Lot-ThresholdNumber is not empty","NULL","all","ERROR","4"
"BR-BT-00543-0067","forbidden","BT-543-Lot","The BT-543 Award Criteria Complicated is allowed at Lot level for a notice of type Prior information notice used as a call for competition - general directive, standard regime.","10","BT-541-Lot-WeightNumber,  BT-541-Lot-FixedNumber or  BT-541-Lot-ThresholdNumber is not empty","NULL","all","ERROR","4"
