"ruleId","ruleType","fieldId","description","noticeSubtype","condition","expression","target","severity","cvsStage"
"BR-BT-00013-0240","forbidden","BT-13(t)-Lot","The BT-13 Additional Information Deadline is not allowed at Part level for a notice of type .","24","Lot Additional Information Deadline Date does not exist","NULL","all","ERROR","4"
"BR-BT-00014-0001","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type .","X01","Always","NULL","all","ERROR","2"
"BR-BT-00014-0002","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type .","X02","Always","NULL","all","ERROR","2"
"BR-BT-00014-0003","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type .","E1","Always","NULL","all","ERROR","2"
"BR-BT-00014-0004","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Notice of the publication of a prior information notice on a buyer profile - general directive.","1","Always","NULL","all","ERROR","2"
"BR-BT-00014-0005","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Notice of the publication of a periodic indicative notice on a buyer profile - sectoral directive.","2","Always","NULL","all","ERROR","2"
"BR-BT-00014-0006","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Notice of the publication of a prior information notice on a buyer profile - defence directive.","3","Always","NULL","all","ERROR","2"
"BR-BT-00014-0011","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type .","T01","Always","NULL","all","ERROR","2"
"BR-BT-00014-0012","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Prior information notice used to shorten time limits for receipt of tenders – general directive.","7","Always","NULL","all","ERROR","2"
"BR-BT-00014-0013","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Periodic indicative notice used to shorten time limits for receipt of tenders – sectoral directive.","8","Always","NULL","all","ERROR","2"
"BR-BT-00014-0014","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Prior information notice used to shorten time limits for receipt of tenders – defence directive.","9","Always","NULL","all","ERROR","2"
"BR-BT-00014-0015","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Prior information notice used as a call for competition - general directive, standard regime.","10","Always","NULL","all","ERROR","2"
"BR-BT-00014-0016","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Periodic indicative notice used as a call for competition - sectoral directive, standard regime.","11","Always","NULL","all","ERROR","2"
"BR-BT-00014-0017","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type .","CEI","Always","NULL","all","ERROR","2"
"BR-BT-00014-0018","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Prior information notice used as a call for competition - general directive, light regime.","12","Always","NULL","all","ERROR","2"
"BR-BT-00014-0019","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Periodic indicative notice used as a call for competition - sectoral directive, light regime.","13","Always","NULL","all","ERROR","2"
"BR-BT-00014-0020","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Prior information notice used as a call for competition - concessions directive, light regime.","14","Always","NULL","all","ERROR","2"
"BR-BT-00014-0021","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Notice on the existence of a qualification system – sectoral directive.","15","Always","NULL","all","ERROR","2"
"BR-BT-00014-0022","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Contract notice – general directive, standard regime.","16","Always","NULL","all","ERROR","2"
"BR-BT-00014-0023","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Contract notice – sectoral directive, standard regime.","17","Always","NULL","all","ERROR","2"
"BR-BT-00014-0024","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Contract notice – defence directive, standard regime .","18","Always","NULL","all","ERROR","2"
"BR-BT-00014-0025","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Concession notice – concessions directive, standard regime.","19","Always","NULL","all","ERROR","2"
"BR-BT-00014-0026","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type .","E3","Always","NULL","all","ERROR","2"
"BR-BT-00014-0027","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Contract notice – general directive, light regime.","20","Always","NULL","all","ERROR","2"
"BR-BT-00014-0028","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Contract notice – sectoral directive, light regime.","21","Always","NULL","all","ERROR","2"
"BR-BT-00014-0029","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Subcontract notice – defence directive.","22","Always","NULL","all","ERROR","2"
"BR-BT-00014-0030","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Design contest notice – general directive, design.","23","Always","NULL","all","ERROR","2"
"BR-BT-00014-0031","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Design contest notice – sectoral directive, design.","24","Always","NULL","all","ERROR","2"
"BR-BT-00014-0032","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Voluntary ex-ante transparency notice – general directive.","25","Always","NULL","all","ERROR","2"
"BR-BT-00014-0033","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Voluntary ex-ante transparency notice – sectoral directive.","26","Always","NULL","all","ERROR","2"
"BR-BT-00014-0034","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Voluntary ex-ante transparency notice – defence directive.","27","Always","NULL","all","ERROR","2"
"BR-BT-00014-0035","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Voluntary ex-ante transparency notice – concession directive.","28","Always","NULL","all","ERROR","2"
"BR-BT-00014-0036","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Contract award notice – general directive, standard regime.","29","Always","NULL","all","ERROR","2"
"BR-BT-00014-0037","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Contract award notice – sectoral directive, standard regime.","30","Always","NULL","all","ERROR","2"
"BR-BT-00014-0038","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Contract award notice – defence directive, standard regime.","31","Always","NULL","all","ERROR","2"
"BR-BT-00014-0039","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Concession award notice – concession directive, standard regime.","32","Always","NULL","all","ERROR","2"
"BR-BT-00014-0040","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type .","E4","Always","NULL","all","ERROR","2"
"BR-BT-00014-0041","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type .","T02","Always","NULL","all","ERROR","2"
"BR-BT-00014-0042","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Contract award notice – general directive, light regime.","33","Always","NULL","all","ERROR","2"
"BR-BT-00014-0043","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Contract award notice – sectoral directive, light regime.","34","Always","NULL","all","ERROR","2"
"BR-BT-00014-0044","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Concession award notice – concessions directive, light regime.","35","Always","NULL","all","ERROR","2"
"BR-BT-00014-0045","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Design contest result notice – general directive, design.","36","Always","NULL","all","ERROR","2"
"BR-BT-00014-0046","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Design contest result notice – sectoral directive, design.","37","Always","NULL","all","ERROR","2"
"BR-BT-00014-0047","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Contract modification notice – general directive.","38","Always","NULL","all","ERROR","2"
"BR-BT-00014-0048","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Contract modification notice – sectoral directive.","39","Always","NULL","all","ERROR","2"
"BR-BT-00014-0049","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type Contract modification notice – concessions directive.","40","Always","NULL","all","ERROR","2"
"BR-BT-00014-0050","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type .","E5","Always","NULL","all","ERROR","2"
"BR-BT-00014-0051","forbidden","BT-14-Part","The BT-14 Documents Restricted is not allowed at Part level for a notice of type .","E6","Always","NULL","all","ERROR","2"
"BR-BT-00014-0052","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type .","X01","Always","NULL","all","ERROR","2"
"BR-BT-00014-0053","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type .","X02","Always","NULL","all","ERROR","2"
"BR-BT-00014-0055","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type Notice of the publication of a prior information notice on a buyer profile - general directive.","1","Always","NULL","all","ERROR","2"
"BR-BT-00014-0056","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type Notice of the publication of a periodic indicative notice on a buyer profile - sectoral directive.","2","Always","NULL","all","ERROR","2"
"BR-BT-00014-0057","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type Notice of the publication of a prior information notice on a buyer profile - defence directive.","3","Always","NULL","all","ERROR","2"
"BR-BT-00014-0058","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type Prior information notice used only for information – general directive.","4","Always","NULL","all","ERROR","2"
"BR-BT-00014-0059","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type Periodic indicative notice used only for information – sectoral directive.","5","Always","NULL","all","ERROR","2"
"BR-BT-00014-0060","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type Prior information notice used only for information – defence directive.","6","Always","NULL","all","ERROR","2"
"BR-BT-00014-0061","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Part level for a notice of type .","E2","Always","NULL","all","ERROR","2"
"BR-BT-00014-0083","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type Voluntary ex-ante transparency notice – general directive.","25","Always","NULL","all","ERROR","2"
"BR-BT-00014-0084","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type Voluntary ex-ante transparency notice – sectoral directive.","26","Always","NULL","all","ERROR","2"
"BR-BT-00014-0085","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type Voluntary ex-ante transparency notice – defence directive.","27","Always","NULL","all","ERROR","2"
"BR-BT-00014-0086","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type Voluntary ex-ante transparency notice – concession directive.","28","Always","NULL","all","ERROR","2"
"BR-BT-00014-0087","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type Contract award notice – general directive, standard regime.","29","Always","NULL","all","ERROR","2"
"BR-BT-00014-0088","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type Contract award notice – sectoral directive, standard regime.","30","Always","NULL","all","ERROR","2"
"BR-BT-00014-0089","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type Contract award notice – defence directive, standard regime.","31","Always","NULL","all","ERROR","2"
"BR-BT-00014-0090","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type Concession award notice – concession directive, standard regime.","32","Always","NULL","all","ERROR","2"
"BR-BT-00014-0091","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type .","E4","Always","NULL","all","ERROR","2"
"BR-BT-00014-0092","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type .","T02","Always","NULL","all","ERROR","2"
"BR-BT-00014-0093","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type Contract award notice – general directive, light regime.","33","Always","NULL","all","ERROR","2"
"BR-BT-00014-0094","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type Contract award notice – sectoral directive, light regime.","34","Always","NULL","all","ERROR","2"
"BR-BT-00014-0095","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type Concession award notice – concessions directive, light regime.","35","Always","NULL","all","ERROR","2"
"BR-BT-00014-0096","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type Design contest result notice – general directive, design.","36","Always","NULL","all","ERROR","2"
"BR-BT-00014-0097","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type Design contest result notice – sectoral directive, design.","37","Always","NULL","all","ERROR","2"
"BR-BT-00014-0098","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type Contract modification notice – general directive.","38","Always","NULL","all","ERROR","2"
"BR-BT-00014-0099","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type Contract modification notice – sectoral directive.","39","Always","NULL","all","ERROR","2"
"BR-BT-00014-0100","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type Contract modification notice – concessions directive.","40","Always","NULL","all","ERROR","2"
"BR-BT-00014-0101","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type .","E5","Always","NULL","all","ERROR","2"
"BR-BT-00014-0102","forbidden","BT-14-Lot","The BT-14 Documents Restricted is not allowed at Lot level for a notice of type .","E6","Always","NULL","all","ERROR","2"
"BR-BT-00015-0001","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type .","X01","Always","NULL","all","ERROR","2"
"BR-BT-00015-0002","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type .","X02","Always","NULL","all","ERROR","2"
"BR-BT-00015-0003","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type .","E1","Always","NULL","all","ERROR","2"
"BR-BT-00015-0004","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Notice of the publication of a prior information notice on a buyer profile - general directive.","1","Always","NULL","all","ERROR","2"
"BR-BT-00015-0005","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Notice of the publication of a periodic indicative notice on a buyer profile - sectoral directive.","2","Always","NULL","all","ERROR","2"
"BR-BT-00015-0006","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Notice of the publication of a prior information notice on a buyer profile - defence directive.","3","Always","NULL","all","ERROR","2"
"BR-BT-00015-0011","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type .","T01","Always","NULL","all","ERROR","2"
"BR-BT-00015-0012","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Prior information notice used to shorten time limits for receipt of tenders – general directive.","7","Always","NULL","all","ERROR","2"
"BR-BT-00015-0013","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Periodic indicative notice used to shorten time limits for receipt of tenders – sectoral directive.","8","Always","NULL","all","ERROR","2"
"BR-BT-00015-0014","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Prior information notice used to shorten time limits for receipt of tenders – defence directive.","9","Always","NULL","all","ERROR","2"
"BR-BT-00015-0015","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Prior information notice used as a call for competition - general directive, standard regime.","10","Always","NULL","all","ERROR","2"
"BR-BT-00015-0016","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Periodic indicative notice used as a call for competition - sectoral directive, standard regime.","11","Always","NULL","all","ERROR","2"
"BR-BT-00015-0017","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type .","CEI","Always","NULL","all","ERROR","2"
"BR-BT-00015-0018","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Prior information notice used as a call for competition - general directive, light regime.","12","Always","NULL","all","ERROR","2"
"BR-BT-00015-0019","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Periodic indicative notice used as a call for competition - sectoral directive, light regime.","13","Always","NULL","all","ERROR","2"
"BR-BT-00015-0020","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Prior information notice used as a call for competition - concessions directive, light regime.","14","Always","NULL","all","ERROR","2"
"BR-BT-00015-0021","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Notice on the existence of a qualification system – sectoral directive.","15","Always","NULL","all","ERROR","2"
"BR-BT-00015-0022","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Contract notice – general directive, standard regime.","16","Always","NULL","all","ERROR","2"
"BR-BT-00015-0023","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Contract notice – sectoral directive, standard regime.","17","Always","NULL","all","ERROR","2"
"BR-BT-00015-0024","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Contract notice – defence directive, standard regime .","18","Always","NULL","all","ERROR","2"
"BR-BT-00015-0025","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Concession notice – concessions directive, standard regime.","19","Always","NULL","all","ERROR","2"
"BR-BT-00015-0026","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type .","E3","Always","NULL","all","ERROR","2"
"BR-BT-00015-0027","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Contract notice – general directive, light regime.","20","Always","NULL","all","ERROR","2"
"BR-BT-00015-0028","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Contract notice – sectoral directive, light regime.","21","Always","NULL","all","ERROR","2"
"BR-BT-00015-0029","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Subcontract notice – defence directive.","22","Always","NULL","all","ERROR","2"
"BR-BT-00015-0030","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Design contest notice – general directive, design.","23","Always","NULL","all","ERROR","2"
"BR-BT-00015-0031","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Design contest notice – sectoral directive, design.","24","Always","NULL","all","ERROR","2"
"BR-BT-00015-0032","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Voluntary ex-ante transparency notice – general directive.","25","Always","NULL","all","ERROR","2"
"BR-BT-00015-0033","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Voluntary ex-ante transparency notice – sectoral directive.","26","Always","NULL","all","ERROR","2"
"BR-BT-00015-0034","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Voluntary ex-ante transparency notice – defence directive.","27","Always","NULL","all","ERROR","2"
"BR-BT-00015-0035","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Voluntary ex-ante transparency notice – concession directive.","28","Always","NULL","all","ERROR","2"
"BR-BT-00015-0036","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Contract award notice – general directive, standard regime.","29","Always","NULL","all","ERROR","2"
"BR-BT-00015-0037","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Contract award notice – sectoral directive, standard regime.","30","Always","NULL","all","ERROR","2"
"BR-BT-00015-0038","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Contract award notice – defence directive, standard regime.","31","Always","NULL","all","ERROR","2"
"BR-BT-00015-0039","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Concession award notice – concession directive, standard regime.","32","Always","NULL","all","ERROR","2"
"BR-BT-00015-0040","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type .","E4","Always","NULL","all","ERROR","2"
"BR-BT-00015-0041","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type .","T02","Always","NULL","all","ERROR","2"
"BR-BT-00015-0042","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Contract award notice – general directive, light regime.","33","Always","NULL","all","ERROR","2"
"BR-BT-00015-0043","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Contract award notice – sectoral directive, light regime.","34","Always","NULL","all","ERROR","2"
"BR-BT-00015-0044","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Concession award notice – concessions directive, light regime.","35","Always","NULL","all","ERROR","2"
"BR-BT-00015-0045","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Design contest result notice – general directive, design.","36","Always","NULL","all","ERROR","2"
"BR-BT-00015-0046","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Design contest result notice – sectoral directive, design.","37","Always","NULL","all","ERROR","2"
"BR-BT-00015-0047","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Contract modification notice – general directive.","38","Always","NULL","all","ERROR","2"
"BR-BT-00015-0048","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Contract modification notice – sectoral directive.","39","Always","NULL","all","ERROR","2"
"BR-BT-00015-0049","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type Contract modification notice – concessions directive.","40","Always","NULL","all","ERROR","2"
"BR-BT-00015-0050","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type .","E5","Always","NULL","all","ERROR","2"
"BR-BT-00015-0051","forbidden","BT-15-Part","The BT-15 Documents URL is not allowed at Part level for a notice of type .","E6","Always","NULL","all","ERROR","2"
"BR-BT-00015-0052","forbidden","BT-15-Lot","The BT-15 Documents URL is not allowed at Lot level for a notice of type .","X01","Always","NULL","all","ERROR","2"
"BR-BT-00015-0053","forbidden","BT-15-Lot","The BT-15 Documents URL is not allowed at Lot level for a notice of type .","X02","Always","NULL","all","ERROR","2"
"BR-BT-00015-0054","forbidden","BT-15-Lot","The BT-15 Documents URL is allowed at Lot level for a notice of type .","E1","BT-14-Lot is restricted","NULL","all","ERROR","4"
"BR-BT-00015-0055","forbidden","BT-15-Lot","The BT-15 Documents URL is not allowed at Lot level for a notice of type Notice of the publication of a prior information notice on a buyer profile - general directive.","1","Always","NULL","all","ERROR","2"
"BR-BT-00015-0056","forbidden","BT-15-Lot","The BT-15 Documents URL is not allowed at Lot level for a notice of type Notice of the publication of a periodic indicative notice on a buyer profile - sectoral directive.","2","Always","NULL","all","ERROR","2"
"BR-BT-00015-0057","forbidden","BT-15-Lot","The BT-15 Documents URL is not allowed at Lot level for a notice of type Notice of the publication of a prior information notice on a buyer profile - defence directive.","3","Always","NULL","all","ERROR","2"
"BR-BT-00015-0058","forbidden","BT-15-Lot","The BT-15 Documents URL is not allowed at Lot level for a notice of type Prior information notice used only for information – general directive.","4","Always","NULL","all","ERROR","2"
"BR-BT-00015-0059","forbidden","BT-15-Lot","The BT-15 Documents URL is not allowed at Lot level for a notice of type Periodic indicative notice used only for information – sectoral directive.","5","Always","NULL","all","ERROR","2"
"BR-BT-00015-0060","forbidden","BT-15-Lot","The BT-15 Documents URL is not allowed at Lot level for a notice of type Prior information notice used only for information – defence directive.","6","Always","NULL","all","ERROR","2"
"BR-BT-00015-0061","forbidden","BT-15-Lot","The BT-15 Documents URL is allowed at Lot level for a notice of type .","E2","Always","NULL","all","ERROR","2"
"BR-BT-00015-0063","forbidden","BT-15-Lot","The BT-15 Documents URL is allowed at Lot level for a notice of type Prior information notice used to shorten time limits for receipt of tenders – general directive.","7","BT-14-Lot is restricted","NULL","all","ERROR","4"
"BR-BT-00015-0064","forbidden","BT-15-Lot","The BT-15 Documents URL is allowed at Lot level for a notice of type Periodic indicative notice used to shorten time limits for receipt of tenders – sectoral directive.","8","BT-14-Lot is restricted","NULL","all","ERROR","4"
"BR-BT-00015-0065","forbidden","BT-15-Lot","The BT-15 Documents URL is allowed at Lot level for a notice of type Prior information notice used to shorten time limits for receipt of tenders – defence directive.","9","BT-14-Lot is restricted","NULL","all","ERROR","4"
"BR-BT-00015-0066","forbidden","BT-15-Lot","The BT-15 Documents URL is allowed at Lot level for a notice of type Prior information notice used as a call for competition - general directive, standard regime.","10","BT-14-Lot is restricted","NULL","all","ERROR","4"
"BR-BT-00015-0067","forbidden","BT-15-Lot","The BT-15 Documents URL is allowed at Lot level for a notice of type Periodic indicative notice used as a call for competition - sectoral directive, standard regime.","11","BT-14-Lot is restricted","NULL","all","ERROR","4"
"BR-BT-00015-0069","forbidden","BT-15-Lot","The BT-15 Documents URL is allowed at Lot level for a notice of type Prior information notice used as a call for competition - general directive, light regime.","12","BT-14-Lot is restricted","NULL","all","ERROR","4"
"BR-BT-00015-0070","forbidden","BT-15-Lot","The BT-15 Documents URL is allowed at Lot level for a notice of type Periodic indicative notice used as a call for competition - sectoral directive, light regime.","13","BT-14-Lot is restricted","NULL","all","ERROR","4"
"BR-BT-00015-0071","forbidden","BT-15-Lot","The BT-15 Documents URL is allowed at Lot level for a notice of type Prior information notice used as a call for competition - concessions directive, light regime.","14","BT-14-Lot is restricted","NULL","all","ERROR","4"
"BR-BT-00015-0072","forbidden","BT-15-Lot","The BT-15 Documents URL is allowed at Lot level for a notice of type Notice on the existence of a qualification system – sectoral directive.","15","BT-14-Lot is restricted","NULL","all","ERROR","4"
"BR-BT-00015-0075","forbidden","BT-15-Lot","The BT-15 Documents URL is allowed at Lot level for a notice of type Contract notice – defence directive, standard regime .","18","BT-14-Lot is restricted","NULL","all","ERROR","4"
"BR-BT-00015-0078","forbidden","BT-15-Lot","The BT-15 Documents URL is allowed at Lot level for a notice of type Contract notice – general directive, light regime.","20","BT-14-Lot is restricted","NULL","all","ERROR","4"
"BR-BT-00015-0079","forbidden","BT-15-Lot","The BT-15 Documents URL is allowed at Lot level for a notice of type Contract notice – sectoral directive, light regime.","21","BT-14-Lot is restricted","NULL","all","ERROR","4"
"BR-BT-00015-0080","forbidden","BT-15-Lot","The BT-15 Documents URL is allowed at Lot level for a notice of type Subcontract notice – defence directive.","22","BT-14-Lot is restricted","NULL","all","ERROR","4"
"BR-BT-00015-0083","forbidden","BT-15-Lot","The BT-15 Documents URL is not allowed at Lot level for a notice of type Voluntary ex-ante transparency notice – general directive.","25","Always","NULL","all","ERROR","2"
"BR-BT-00015-0084","forbidden","BT-15-Lot","The BT-15 Documents URL is not allowed at Lot level for a notice of type Voluntary ex-ante transparency notice – sectoral directive.","26","Always","NULL","all","ERROR","2"
"BR-BT-00015-0085","forbidden","BT-15-Lot","The BT-15 Documents URL is not allowed at Lot level for a notice of type Voluntary ex-ante transparency notice – defence directive.","27","Always","NULL","all","ERROR","2"
"BR-BT-00015-0086","forbidden","BT-15-Lot","The BT-15 Documents URL is not allowed at Lot level for a notice of type Voluntary ex-ante transparency notice – concession directive.","28","Always","NULL","all","ERROR","2"
"BR-BT-00015-0087","forbidden","BT-15-Lot","The BT-15 Documents URL is not allowed at Lot level for a notice of type Contract award notice – general directive, standard regime.","29","Always","NULL","all","ERROR","2"
"BR-BT-00015-0088","forbidden","BT-15-Lot","The BT-15 Documents URL is not allowed at Lot level for a notice of type Contract award notice – sectoral directive, standard regime.","30","Always","NULL","all","ERROR","2"
